학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,1학기,대학,대학,CUCAU002,1,한국힙합의랩탐구,3,,,,2,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCAU012,1,과학의논쟁,3,,,,9,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCAU013,1,휴머노이드 로봇,3,,,,52,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCAU017,1,Global Business and Legal Issues,3,,,,3,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKD001,1,"시를 읽다, 소설을 읽다, 나를 읽다",2,,,,16,,,O,O,,,,,,,2-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU004,1,감성인문학,2,,,,4,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU005,1,생각을 세우다,2,,,,0,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU006,1,에코토피아와 인간,2,,,,2,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUCKU007,1,평화 인문학과 안중근,2,,,,0,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC004,1,예술의이해와탐구,2,,,,0,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC008,1,과학기술과사회,2,,,,2,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC010,1,영화고전의발견,2,,,,3,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUDGC012,1,경영학의이해,2,,,,16,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUICC007,1,세계유산의 이해,2,,,,0,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUICC008,1,삶의 재발견,2,,,,0,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUICC009,1,취창업과 진로,2,,,,6,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUMPC002,1,공감과 소통,2,,,,14,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUMPC003,1,"사랑, 성, 생명",2,,,,2,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUMPC004,1,도시와 문화예술,2,,,,3,,,O,O,,,,,,,1-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,대학,CUPSC002,1,문학과 정신분석,3,,,,0,,,O,O,,,,,,,2-4학년,,,CU공유대학 과목
2024 학년도,1학기,대학,영미어문전공,ENG2001,1,영문학개론,3,"화,목 12:00~13:15",3,김태원,0,O,,,,,,,,,1학년,1학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2001,2,영문학개론,3,"수,금 15:00~16:15",3,전자영,8,O,,,,,,,,,"1,2,3학년",1학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2003,1,언어학개론,3,"화,목 15:00~16:15",3,Barrie Michael Jonathan Mathew,19,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2005,1,영국문화사,3,"월,수 16:30~17:45",3,김치헌,37,O,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2101,1,영문학작문,3,"월,수 10:30~11:45",3,김치헌,14,O,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2101,2,영문학작문,3,"화,목 09:00~10:15",3,이은경,0,O,,,,,,,,,1학년,1-2학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG2104,1,실용영문법,3,"월,수 12:00~13:15",3,유원호,34,O,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3003,1,르네상스시대의영문학,3,"화,목 16:30~17:45",3,김태원,30,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3010,1,빅토리아시대의소설,3,"수,금 13:30~14:45",3,BonfiglioRichardPaul,26,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3011,1,19세기미국문학,3,"월,수 10:30~11:45",3,서주희,21,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3102,1,현대서양문학,3,"화,목 15:00~16:15",3,이은경,19,O,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3104,1,현대영국소설,3,"월,수 12:00~13:15",3,김영주,22,,,,,,,,,,전학년,2-4학년,,,선수과목: 영문학개론
2024 학년도,1학기,대학,영미어문전공,ENG3107,1,현대미국소설,3,"화,목 10:30~11:45",3,황은주,23,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3203,1,식민주의및탈식민주의문학,3,"수,금 09:00~10:15",3,전자영,4,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3223,1,시와문화,3,"화,목 13:30~14:45",3,"Disney, Daniel James Philip",30,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3233,2,법과 문학,3,월 13:30~16:15,3,김준형,28,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3304,1,영어음운론,3,"월,수 16:30~17:45",3,정인기,10,O,,,,,,,,,"2,3,4학년",2-4학년,,,"선수과목: ENG2003 언어학개론, ENG2101 영문학작문"
2024 학년도,1학기,대학,영미어문전공,ENG3307,1,영어의미론,3,"화,목 10:30~11:45",3,이성범,61,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3407,1,대화분석,3,"월,수 10:30~11:45",3,이요안,30,,,,,,,,,,전학년,2-4학년,,(구) ENG3310 담화분석개론,
2024 학년도,1학기,대학,영미어문전공,ENG3419,1,"문학, 공연, 문화산업(캡스톤디자인)",3,금 10:30~13:15,3,김태원,17,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3420,3,언어학과 인문콘텐츠(캡스톤디자인),3,"화,목 13:30~14:45",3,"정인기, 정희련",1,,,,,,,,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,영미어문전공,ENG3430,1,전공진로설계Ⅰ,,,,,2,,,,,,,,,,"2,3,4학년",2-4학년,"영문학부(영미어문전공,(1전공 가능)",,제1전공자만 가능
2024 학년도,1학기,대학,영미어문전공,ENG4099,1,개별연구논문,3,,,황은주,0,,,O,,,,O,,,"3,4학년",3-4학년,,,강의 없음.강의 없음. 졸업 학점에는 포함하나 전공 학점에는 포함하지 않음.
2024 학년도,1학기,대학,영미어문전공,ENGG004,1,19세기영국문학프로세미나,3,목 13:30~16:30,3,BonfiglioRichardPaul,1,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG007,1,20세기미국문학프로세미나,3,수 10:30~13:30,3,황은주,2,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG205,4,통사론 I,3,"화,목 12:00~13:15",3,Barrie Michael Jonathan Mathew,2,O,,,,,,O,,,"3,4학년",3-4학년,,,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG231,1,제2언어습득론입문:이론과적용,3,월 14:00~16:45,3,박은성,3,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계과정
2024 학년도,1학기,대학,영미어문전공,ENGG282,1,영어논리/논증적글쓰기의이론과실제,3,화 15:00~17:50,3,한소영,1,O,,,,,,O,,,"3,4학년",3-4학년,,대학원초급과목,"학석사 연계 과목,학석사연계과정으로 영어교육전공 대학원에 진학할 학생에 한함"
2024 학년도,1학기,대학,사학과,HIS2002,1,현대세계의역사적이해,3,월 13:30~16:15,3,문종현,28,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,사학과,HIS2003,1,한국사개론Ⅰ,3,"월,수 10:30~11:45",3,조범환,24,,,,,,,,,,전학년,2-4학년,,"구 한국사개설I,II 통합과목",
2024 학년도,1학기,대학,사학과,HIS2005,1,서양사개론Ⅰ,3,"화,목 15:00~16:15",3,박효근,5,,,,,,,,,,전학년,2-4학년,,"구 서양사개설I,II 통합과목",
2024 학년도,1학기,대학,사학과,HIS2006,1,역사학입문,3,"화,목 12:00~13:15",3,정일영,28,,,,,,,,,,전학년,1-4학년,,역사란무엇인가(HIS2001)의 대체과목(2013학번이전의경우),
2024 학년도,1학기,대학,사학과,HIS3005,1,한국현대사,3,"화,목 10:30~11:45",3,조은성,18,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3006,1,중국고대사,3,"화,목 10:30~11:45",3,정면,26,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3009,1,근대중국의개혁과혁명,3,"수,금 13:30~14:45",3,장수지,7,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3021,1,서양고대사,3,"수,금 13:30~14:45",3,오흥식,16,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3037,1,미국사개설,3,"화,목 13:30~14:45",3,박현숙,27,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3040,1,한국사개론Ⅱ,3,금 10:30~13:15,3,허준,13,O,,,,,,,,,전학년,2-4학년,,(구)세계문명사Ⅰ,
2024 학년도,1학기,대학,사학과,HIS3041,1,한국사상사,3,"화,목 15:00~16:15",3,조범환,6,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3046,1,한중관계사,3,"월,수 12:00~13:15",3,김근하,17,,,,,,,,,,전학년,2-4학년,,구)한중교섭사,
2024 학년도,1학기,대학,사학과,HIS3053,1,한국여성사,3,"화,목 13:30~14:45",3,조은성,14,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3058,1,동서교류사,3,"월,수 12:00~13:15",3,송인주,8,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,사학과,HIS3070,1,문화유산현장실습1,1,수 16:30~17:45,1.5,조범환,29,,,,,,,,,,전학년,2-4학년,,성적평가:S/U,문화유산현장실습2와 합반
2024 학년도,1학기,대학,사학과,HIS3071,1,문화유산현장실습2,1,수 16:30~17:45,1.5,조범환,30,,,,,,,,,,전학년,1-4학년,,성적평가:S/U,문화유산현장실습1과 합반
2024 학년도,1학기,대학,사학과,HIS3074,1,전공진로설계Ⅰ,,,,,1,,,,,,,,,,"2,3,4학년",2-4학년,사학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,사학과,HIS3082,1,디지털역사학개론,3,금 10:30~13:15,3,유슬기,7,,,,,,,,,,전학년,2-4학년,,디지털인문학연계전공 사학과전공과목,
2024 학년도,1학기,대학,사학과,HIS4011,1,동양사강독2,3,"화,목 16:30~17:45",3,전인갑,17,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,사학과,HISQ981,1,역사교과교육론,3,"화,목 12:00~13:15",3,이소은,3,,,,,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/PHIQ982-01, RELQ981-01 합반"
2024 학년도,1학기,대학,사학과,HISQ982,1,역사교과논리및논술,3,"화,목 15:00~16:15",3,김민정,4,O,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/PHIQ981-01, RELQ982-01 합반"
2024 학년도,1학기,대학,철학과,PHI2003,1,서양철학사,3,"월,수 10:30~11:45",3,이솔,54,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI2005,1,논리학개론,3,"월,수 12:00~13:15",3,오은영,46,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI2008,1,윤리학,3,"화,목 10:30~11:45",3,이상섭,32,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3030,1,언어철학,3,"월,수 12:00~13:15",3,김준걸,18,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3033,1,"선진,한철학사",3,"화,목 15:00~16:15",3,정재현,33,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3037,1,도가철학,3,"수,금 15:00~16:15",3,이임찬,60,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3038,1,유가철학,3,"화,목 13:30~14:45",3,류희성,51,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3046,1,칸트철학,3,"화,목 16:30~17:45",3,"Kim, Halla",23,O,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,철학과,PHI3047,1,전공진로설계Ⅰ,,,,,1,,,,,,,,,,"2,3,4학년",2-4학년,철학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,철학과,PHI4099,1,개별연구논문,3,,,"Kim, Halla",1,,,O,,,,O,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,철학과,PHIG083,1,서양철학읽기,3,월 13:30~16:15,3,이상섭,19,,,,,,,,,,"2,3,4학년",1-4학년,,,
2024 학년도,1학기,대학,철학과,PHIG084,1,서양철학의근본원리들,3,금 10:30~13:15,3,"Kim, Halla",4,O,,,,,,O,,,"3,4학년",3-4학년,,"대학원초급과목,PHI4037의 대체과목",연대&이대에만 개방
2024 학년도,1학기,대학,철학과,PHIQ981,1,철학교과논리및논술,3,"화,목 15:00~16:15",3,김민정,1,O,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/HISQ982-01, RELQ982-01 합반"
2024 학년도,1학기,대학,철학과,PHIQ982,1,철학교과교육론,3,"화,목 12:00~13:15",3,이소은,0,,,,,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,"교직이수자만 전공학점으로 인정/HISQ981-01, RELQ981-01 합반"
2024 학년도,1학기,대학,수학과,MAT1050,1,미적분학실습I,1,월 13:30~15:10,2,임경수,7,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT1050,2,미적분학실습I,1,월 15:30~17:10,2,임경수,7,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT1050,3,미적분학실습I,1,수 13:30~15:10,2,임경수,7,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT1050,4,미적분학실습I,1,수 15:30~17:10,2,임경수,7,,,,,,,,,,전학년,1학년,,,실습과목
2024 학년도,1학기,대학,수학과,MAT2010,1,집합론,3,"화,목 10:30~11:45",3,신창언,44,,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,1,선형대수학,3,"화,목 09:00~10:15",3,조상현,58,,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,2,선형대수학,3,"월,수 12:00~13:15",3,조장현,64,,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,3,선형대수학,3,"화,목 15:00~16:15",3,이영란,64,,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,4,선형대수학,3,"화,목 13:30~14:45",3,김대욱,65,O,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2110,5,선형대수학,3,"수,금 15:00~16:15",3,김준태,62,O,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2210,1,고등미적분학I,3,"화,목 12:00~13:15",3,이재성,59,O,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2210,2,고등미적분학I,3,"월,수 10:30~11:45",3,옥지훈,47,,,,,,,,,,"2,3,4학년",2학년,,,
2024 학년도,1학기,대학,수학과,MAT2410,1,응용수학I,3,"수,금 09:00~10:15",3,이영록,79,,,,,"[2,4,6,8,0]",,,,,"2,3,4학년",2학년,"컴퓨터공학과,인공지능학과(가능)",통계학입문(MAT3020)과 동등한 과목,컴퓨터공학및인공지능학전공가능(짝수학번)
2024 학년도,1학기,대학,수학과,MAT2410,2,응용수학I,3,"화,목 09:00~10:15",3,임경필,58,,,,,"[1,3,5,7,9]",,,,,"2,3,4학년",2학년,"컴퓨터공학과,인공지능학과(가능)",통계학입문(MAT3020)과 동등한 과목,컴퓨터공학및인공지능학전공가능(홀수학번)
2024 학년도,1학기,대학,수학과,MAT2510,1,푸리에해석및응용,3,"월,수 12:00~13:15",3,임경수,43,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3020,1,통계학입문,3,"월,수 10:30~11:45",3,임경수,54,,,,,,,,,,"2,3,4학년",2학년,"컴퓨터공학과,인공지능학과(1전공 불가능)",응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학 및 인공지능학 1전공학생수강불가(응용수학I과 동등과목)
2024 학년도,1학기,대학,수학과,MAT3110,1,이산수학,3,"화,목 09:00~10:15",3,조창연,42,O,,,,,,,,,"2,3,4학년",3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3430,1,응용통계학및실습,3,"화,목 15:00~16:15",3,김대욱,16,,,,,,,,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3430,2,응용통계학및실습,3,"화,목 12:00~13:15",3,임경필,25,,,,,,,,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3440,1,통신수학,3,"화,목 10:30~11:45",3,김종락,27,,,,,,,,,,"2,3,4학년",3-4학년,,,
2024 학년도,1학기,대학,수학과,MAT3451,1,전공진로설계Ⅰ,,,,,5,,,,,,,,,,"2,3,4학년",2-4학년,수학과(1전공 가능),,
2024 학년도,1학기,대학,수학과,MAT4110,1,추상대수학I,3,"월,수 10:30~11:45",3,오영탁,40,,,,,,,,,,"2,3,4학년",3학년,,,
2024 학년도,1학기,대학,수학과,MAT4110,2,추상대수학I,3,"화,목 10:30~11:45",3,조창연,36,O,,,,,,,,,"2,3,4학년",3학년,,,
2024 학년도,1학기,대학,수학과,MAT4210,1,복소수함수론I,3,"화,목 15:00~16:15",3,이재성,45,,,,,,,,,,"2,3,4학년",3학년,,,
2024 학년도,1학기,대학,수학과,MAT4310,1,미분기하학,3,"화,목 13:30~14:45",3,김종수,60,,,,,,,,,,"2,3,4학년",3학년,,,
2024 학년도,1학기,대학,수학과,MAT4330,1,위상수학개론II,3,"수,금 13:30~14:45",3,김준태,20,O,,,,,,,,,"2,3,4학년",4학년,,구MATG320/구 위상수학특론의대체과목,
2024 학년도,1학기,대학,수학과,MAT4510,1,학부개별연구,3,,,김종락,2,,,,,,,,,,"3,4학년",3-4학년,,"특수연구, 전공학점으로 인정되지 않음",시간 미정
2024 학년도,1학기,대학,수학과,MATG210,1,실변수함수론,3,"화,목 10:30~11:45",3,이영란,13,,,,,,,,,,"2,3,4학년",4학년,,"(구)실해석학I, 학석사연계과",학석사연계과목
2024 학년도,1학기,대학,수학과,MATQ981,1,수학교과교육론,3,"화,목 12:00~13:15",3,김구연,2,,,,,,,,,,"2,3,4학년",3-4학년,,교직이수자만 전공학점으로 인정,교직(교직이수자만 전공학점으로 인정)
2024 학년도,1학기,대학,물리학과,PHY1001,1,일반물리I,3,"월,수 10:30~11:45",3,박무인,12,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,2,일반물리I,3,"월,수 12:00~13:15",3,Scopel Stefano,9,O,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,3,일반물리I,3,"월,수 16:30~17:45",3,이상헌,9,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,4,일반물리I,3,"화,목 09:00~10:15",3,이기진,10,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,5,일반물리I,3,"화,목 10:30~11:45",3,양상모,2,,,,,,,,,,전학년,1학년,물리학과(1전공 가능),,물리1전공 전용반
2024 학년도,1학기,대학,물리학과,PHY1001,6,일반물리I,3,"화,목 12:00~13:15",3,정명화,15,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,7,일반물리I,3,"화,목 13:30~14:45",3,백현준,10,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,8,일반물리I,3,"화,목 15:00~16:15",3,이원우,9,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,9,일반물리I,3,"수,금 09:00~10:15",3,장준익,5,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,10,일반물리I,3,"수,금 13:30~14:45",3,유효빈,11,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1001,11,일반물리I,3,"수,금 15:00~16:15",3,김종욱,9,,,,,,,,,,전학년,1학년,물리학과(1전공 불가능),,물리1전공 수강불가
2024 학년도,1학기,대학,물리학과,PHY1101,1,일반물리실험I,1,월 10:30~12:20,2,정현식,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,2,일반물리실험I,1,월 13:30~15:20,2,홍준호,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,3,일반물리실험I,1,월 13:30~15:20,2,김원태,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,4,일반물리실험I,1,월 15:30~17:20,2,홍준호,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,5,일반물리실험I,1,월 15:30~17:20,2,김원태,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,6,일반물리실험I,1,월 17:30~19:20,2,양상모,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,7,일반물리실험I,1,월 17:30~19:20,2,김원태,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,8,일반물리실험I,1,화 13:30~15:20,2,홍준호,3,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,9,일반물리실험I,1,화 13:30~15:20,2,정현식,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,10,일반물리실험I,1,화 15:30~17:20,2,홍준호,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,11,일반물리실험I,1,화 15:30~17:20,2,김원태,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,12,일반물리실험I,1,화 17:30~19:20,2,장준익,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,13,일반물리실험I,1,화 17:30~19:20,2,이기진,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,14,일반물리실험I,1,수 10:30~12:20,2,양상모,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,15,일반물리실험I,1,수 13:30~15:20,2,장준익,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,16,일반물리실험I,1,수 13:30~15:20,2,양상모,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,17,일반물리실험I,1,수 15:30~17:20,2,Scopel Stefano,2,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,18,일반물리실험I,1,수 15:30~17:20,2,양상모,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,19,일반물리실험I,1,수 17:30~19:20,2,Scopel Stefano,4,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,20,일반물리실험I,1,수 17:30~19:20,2,이현철,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,21,일반물리실험I,1,목 13:30~15:20,2,장준익,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,22,일반물리실험I,1,목 13:30~15:20,2,이현철,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,23,일반물리실험I,1,목 15:30~17:20,2,장준익,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,24,일반물리실험I,1,목 15:30~17:20,2,이현철,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,25,일반물리실험I,1,목 17:30~19:20,2,장준익,3,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,26,일반물리실험I,1,목 17:30~19:20,2,홍준호,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,27,일반물리실험I,1,금 10:30~12:20,2,이현철,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,28,일반물리실험I,1,금 13:30~15:20,2,장준익,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,29,일반물리실험I,1,금 13:30~15:20,2,이기진,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,30,일반물리실험I,1,금 15:30~17:20,2,Scopel Stefano,4,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,31,일반물리실험I,1,금 15:30~17:20,2,이기진,3,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,32,일반물리실험I,1,금 17:30~19:20,2,Scopel Stefano,4,O,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY1101,33,일반물리실험I,1,금 17:30~19:20,2,이기진,4,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,물리학과,PHY2001,1,역학I,3,"화,목 13:30~14:45",3,양상모,29,O,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,물리학과,PHY2003,1,전자기학I,3,"수,금 13:30~14:45",3,홍준호,34,O,,,,,,,,,전학년,2학년,,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)",
